"source_file","source_page","section_heading","rate_category","notification_no","notification_date","rate_as_on_date","schedule","serial_no","hsn_code","description","source_rate","cgst_rate","sgst_rate","total_gst_rate","compensation_cess_rate","is_exempt","gst_rate","condition","footnote","amendment_note","raw_text"
"GST rates2025.pdf","1","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","1.","0101 21 00, 0101 29","Live horses","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","1. | 0101 21 00, 0101 29 | Live horses | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","159.","2306","Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading 2304 or 2305 other than cottonseed oil cake and de-oiled rice bran","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","159. | 2306 | Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading 2304 or 2305 other than cottonseed oil cake and de-oiled rice bran | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","160.","2307","Wine lees; argol","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","160. | 2307 | Wine lees; argol | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","161.","2309","Fish soluble paste","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","161. | 2309 | Fish soluble paste | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","162.","2401","Tobacco leave","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","162. | 2401 | Tobacco leave | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","163.","2502","Unroasted iron pyrites","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","163. | 2502 | Unroasted iron pyrites | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","164.","2503","Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","164. | 2503 | Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","165.","2504","Natural graphite","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","165. | 2504 | Natural graphite | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","166.","2505","Natural sands of all kinds, whether or not coloured, other than metal bearing sands of Chapter 26","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","166. | 2505 | Natural sands of all kinds, whether or not coloured, other than metal bearing sands of Chapter 26 | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","167.","2506","Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","167. | 2506 | Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","168.","2507","Kaolin and other kaolinic clays, whether or not calcined","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","168. | 2507 | Kaolin and other kaolinic clays, whether or not calcined | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","169.","2508","Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","169. | 2508 | Other clays (not including expanded clays of heading 6806), andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","170.","2509","Chalk","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","170. | 2509 | Chalk | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","171.","2510","Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","171. | 2510 | Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","172.","2511","Natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxide of heading 2816","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","172. | 2511 | Natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined, other than barium oxide of heading 2816 | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","173.","2512","Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","173. | 2512 | Siliceous fossil meals (for example, kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","174.","2513","Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","174. | 2513 | Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","175.","2514","Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","175. | 2514 | Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","176.","2515 [Except 2515 12 20, 2515 12 90] or 6802","Ecaussine and other calcareous monumental or building stone (other than marble and travertine), alabaster, other than mirror polished stone which is ready to use","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","176. | 2515 [Except 2515 12 20, 2515 12 90] or 6802 | Ecaussine and other calcareous monumental or building stone (other than marble and travertine), alabaster, other than mirror polished stone which is ready to use | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","177.","2515 11 00","Marble and travertine, crude or roughly trimmed","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","177. | 2515 11 00 | Marble and travertine, crude or roughly trimmed | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","178.","2515 12 10","Marble and travertine blocks","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","178. | 2515 12 10 | Marble and travertine blocks | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","179.","2516 [Except 2516 11 00, 25161200]","Porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","179. | 2516 [Except 2516 11 00, 25161200] | Porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","180.","2516 11 00","Granite crude or roughly trimmed","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","180. | 2516 11 00 | Granite crude or roughly trimmed | 2.5%"
"GST rates2025.pdf","10","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","181.","2516","Granite blocks","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","181. | 2516 | Granite blocks | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","182.","2517","Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones heading 2515 or 2516 whether or not heat-treated","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","182. | 2517 | Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating the materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones heading 2515 or 2516 whether or not heat-treated | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","183.","2518","Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","183. | 2518 | Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","184.","2519","Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide, whether or not pure","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","184. | 2519 | Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; other magnesium oxide, whether or not pure | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","185.","2520","Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or without small quantities of accelerators or retarders","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","185. | 2520 | Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate) whether or not coloured, with or without small quantities of accelerators or retarders | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","186.","2521","Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement.","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","186. | 2521 | Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement. | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","187.","2522","Quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 2825","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","187. | 2522 | Quicklime, slaked lime and hydraulic lime, other than calcium oxide and hydroxide of heading 2825 | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","188.","2524","Asbestos","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","188. | 2524 | Asbestos | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","189.","2525","Mica, including splitting; mica waste.","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","189. | 2525 | Mica, including splitting; mica waste. | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","190.","2526","Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc.","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","190. | 2526 | Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc. | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","191.","2528","Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85% of H3BO3 (calculated on dry weight)","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","191. | 2528 | Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85% of H3BO3 (calculated on dry weight) | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","192.","2529","Feldspar; leucite, nepheline and nepheline syenite; fluorspar","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","192. | 2529 | Feldspar; leucite, nepheline and nepheline syenite; fluorspar | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","193.","2530","Mineral substances not elsewhere specified or included","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","193. | 2530 | Mineral substances not elsewhere specified or included | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","194.","2611","Tungsten ores and concentrates","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","194. | 2611 | Tungsten ores and concentrates | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","195.","2612","Uranium or thorium ores and concentrates","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","195. | 2612 | Uranium or thorium ores and concentrates | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","196.","2613","Molybdenum ores and concentrates","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","196. | 2613 | Molybdenum ores and concentrates | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","197.","2614","Titanium ores and concentrates","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","197. | 2614 | Titanium ores and concentrates | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","198.","2615","Niobium, tantalum, vanadium or zirconium ores and concentrates","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","198. | 2615 | Niobium, tantalum, vanadium or zirconium ores and concentrates | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","199.","2616","Precious metal ores and concentrates","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","199. | 2616 | Precious metal ores and concentrates | 2.5%"
"GST rates2025.pdf","11","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","200.","2617","Other ores and concentrates","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","200. | 2617 | Other ores and concentrates | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","201.","2618","Granulated slag (slag sand) from the manufacture of iron or steel","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","201. | 2618 | Granulated slag (slag sand) from the manufacture of iron or steel | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","202.","2619","Linz-Donawitz (LD) Slag","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","202. | 2619 | Linz-Donawitz (LD) Slag | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","203.","2621","Fly Ash","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","203. | 2621 | Fly Ash | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","204.","27","Bio-gas","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","204. | 27 | Bio-gas | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","205.","2704","Coke and semi coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","205. | 2704 | Coke and semi coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","206.","2705","Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","206. | 2705 | Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","207.","2710","(a) Kerosene oil PDS, (b) The following bunker fuels for use in ships or vessels, namely, i. IFO 180 CST ii. IFO 380 CST iii. Marine Fuel 0.5% (FO)","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","207. | 2710 | (a) Kerosene oil PDS, (b) The following bunker fuels for use in ships or vessels, namely, i. IFO 180 CST ii. IFO 380 CST iii. Marine Fuel 0.5% (FO) | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","208.","2711 12 00, 2711 13 00, 2711 19 10","Liquefied Propane and Butane mixture, Liquefied Propane, Liquefied Butane and Liquefied Petroleum Gases (LPG) for supply to non-domestic exempted category (NDEC) customers by the Indian Oil Corporation Limited, Hindustan Petroleum Corporation Limited or Bharat Petroleum Corporation Limited","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","208. | 2711 12 00, 2711 13 00, 2711 19 10 | Liquefied Propane and Butane mixture, Liquefied Propane, Liquefied Butane and Liquefied Petroleum Gases (LPG) for supply to non-domestic exempted category (NDEC) customers by the Indian Oil Corporation Limited, Hindustan Petroleum Corporation Limited or Bharat Petroleum Corporation Limited | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","209.","2711 12 00 2711 13 00, 2711 19 10","Liquefied Propane and Butane mixture, Liquefied Propane, Liquefied Butane and Liquefied Petroleum Gases (LPG) for supply to household domestic consumers","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","209. | 2711 12 00 2711 13 00, 2711 19 10 | Liquefied Propane and Butane mixture, Liquefied Propane, Liquefied Butane and Liquefied Petroleum Gases (LPG) for supply to household domestic consumers | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","210.","28","Thorium oxalate, Enriched KBF4 (enriched potassium fluroborate), Enriched elemental boron, Nuclear fuel","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","210. | 28 | Thorium oxalate, Enriched KBF4 (enriched potassium fluroborate), Enriched elemental boron, Nuclear fuel | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","211.","28","Anaesthetics, Potassium Iodate, Iodine, Steam","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","211. | 28 | Anaesthetics, Potassium Iodate, Iodine, Steam | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","212.","2804 40 10","Medical grade oxygen","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","212. | 2804 40 10 | Medical grade oxygen | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","213.","2805 11","Nuclear grade sodium","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","213. | 2805 11 | Nuclear grade sodium | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","214.","2807","Sulphuric Acid","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","214. | 2807 | Sulphuric Acid | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","215.","2808","Nitric acid","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","215. | 2808 | Nitric acid | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","216.","2809","Fertilizer grade phosphoric acid","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","216. | 2809 | Fertilizer grade phosphoric acid | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","217.","2814","Ammonia","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","217. | 2814 | Ammonia | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","218.","2845","Heavy water and other nuclear fuels","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","218. | 2845 | Heavy water and other nuclear fuels | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","219.","2847","Medicinal grade hydrogen peroxide","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","219. | 2847 | Medicinal grade hydrogen peroxide | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","220.","2853","Compressed air","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","220. | 2853 | Compressed air | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","221.","28 or 38","Micronutrients, which are covered under serial number 1(g) of Schedule 1, Part (A) of the Fertilizer Control Order, 1985 and are manufactured by the manufacturers which are registered under the Fertilizer Control Order, 1985","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","221. | 28 or 38 | Micronutrients, which are covered under serial number 1(g) of Schedule 1, Part (A) of the Fertilizer Control Order, 1985 and are manufactured by the manufacturers which are registered under the Fertilizer Control Order, 1985 | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","222.","29 or 3808 93","Gibberellic acid","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","222. | 29 or 3808 93 | Gibberellic acid | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","223.","2906 11 10","Natural Menthol","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","223. | 2906 11 10 | Natural Menthol | 2.5%"
"GST rates2025.pdf","12","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","224.","2906 11 10, 30, 3301","Following goods from Natural Menthol namely:- a. Menthol and menthol crystals, b. Peppermint (Mentha Oil), c. Fractionated / de-terpenated mentha oil (DTMO) d. De-mentholised oil (DMO), e. Spearmint oil f. Mentha piperita oil","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","224. | 2906 11 10, 30, 3301 | Following goods from Natural Menthol namely:- a. Menthol and menthol crystals, b. Peppermint (Mentha Oil), c. Fractionated / de-terpenated mentha oil (DTMO) d. De-mentholised oil (DMO), e. Spearmint oil f. Mentha piperita oil | 2.5%"
"GST rates2025.pdf","13","CGST rates on goods as on 22.09.2025","CGST","09/2025-Central Tax (Rate)","17th September, 2025","22.09.2025","Schedule I – 2.5%","225.","30","Insulin, Cyclosporin, Desferrioxamine injection or deferiprone, Oral re-hydration salts","2.5%","2.5%","2.5%","5%","","false","2.5%","","","","225. | 30 | Insulin, Cyclosporin, Desferrioxamine injection or deferiprone, Oral re-hydration salts | 2.5%"
